,text,target
154,"We are alarmed to learn of your recently circulated proposals that would eviscerate the Lifeline program and leave many of the most vulnerable people in the country without access to affordable communications . As you are well aware , the Lifeline program provides a modest monthly subsidy of $9.25 to connect low-income Americans to phone and internet services . As broadband prices continue to soar , and affordability continues to suffer , adoption gaps remain . The Lifeline program has proven critical for poor families and people of color who are caught on the wrong side of the digital divide .",1
155,"COLOMBO , Sri Lanka -- Hundreds of Sri Lankans have been left homeless after explosions at an ammunition depot on the edge of Colombo flattened houses and killed a soldier , an official said Tuesday , June 7 .",0
156,"Kato , on the other hand , is being hunted for the attacks in the villages of North Cotabato and Lanao del Norte in 2008 that left over 40 dead and thousands homeless .",0
157,"At the camp , there 's a small study centre ( happily , with solar-powered Wi-Fi ) as well as basic accommodation where the workers live , and where migrants can rest before they are moved from the island . Mona throws together strange combinations of people : border police , rangers , military personnel , scientists , cavers , immigrants and boy scouts .",0
158,Your browser 's JavaScript is disabled / does not support JavaScript.This website requires JavaScript to work correctly.Please enable JavaScript / use a browser that supports JavaScript to enabled all this website 's features .,0
159,"The now-73-year-old man , who hails from Constitution Hill , St Andrew , explained that he had allowed some people to live on his premises , rent-free , because they were in need of help , but it backfired on him .",0
160,""" Consistent with global trends , the Caribbean region has experienced rising numbers of asylum applications in recent years . The number of refugees and asylum seekers in the region , rose to 2,544 in 2015 , which is an increase of 140 per cent from 2014 , "" it said , noting that the main countries of origin are El Salvador , Cuba , Guatemala , Honduras , Syria , Colombia , and Haiti .",0
161,"In 2015 , Yunus joined an NGO , Shivaprabha Charitable Trust in Pune to further help farmers . He identified 50 widows who were in need of immediate help and informed the NGO . Funds were raised through The Better India campaign and farmer families received help in setting up sustainable businesses like sewing machines , goat farming and tiffin services . <h> Yunus also identifies if any of the farmers need any medical attention . Recently he helped the farmers with safety kits through them .",0
162,"These are honest questions that are in need of answers from the only people who can answer them -- the government . We hope that honest answers will be forthcoming in the days to come . We hope that the declaration "" Rakyat didahulukan , Pencapaian diutamakan "" ( People first , Performance now ) is more than an empty slogan when it comes to Pengerang .",0
163,"Such a practice is making their investments vulnerable , they said .",0
164,"The fans are going crazy in anticipation of the new episode infact , there was actually a premiere screening of Season Three , episode one on Thursday night in Glasgow which I 'm still in need of serious therapy to help come to terms with the fact that I did n't know about it until it was too late .",0
165,"Barring a disabled list stint for veteran Brett Gardner , who is nursing a sore knee , Frazier likely will be up for only a couple of days before heading back to the minor leagues . He has been in four major league games this year and has played 42 in the minors .",0
166,"There is a saying that goes "" A friend in need is a friend indeed . "" This means , a good friend is the one who rescues a friend trapped in unsolved problems .",0
167,""" I have sent working people into Focus Ireland ( the homelessness charity ) . """,0
168,Volunteers repaint and tidy up homes of vulnerable seniors,0
169,Cricket : NZ in need of dynamism,0
170,"There will be two phases including a web based process where anyone can respond in writing in any language , to questions posed , and a process of face to face consultations with all stakeholders including women , disabled soldiers , the military , war widows and former child soldiers , amongst others , she added .",0
171,"It was established in 1987 to care for vulnerable people in the Kings Cross area . At first it offered its services to sex workers , then young people , then homeless and injecting drug users .",0
172,"Lynn Thompson , who helped organize the vigil , said the community has to come together to address a lack of services along Saskatoon 's 20th Street , a place she said is a hub for members of Saskatoon 's vulnerable communities .",0
173,"Plus , the Senate bill would exempt disabled kids from the new proposed funding limits , allowing them to continue under the current funding formula , he said .",0
174,"Twenty-one people - 17 men and four women with an average age of 28 - with uncertain causes of death or inherited cardiomyopathy were selected for molecular autopsies while first- degree relatives were referred for assessments and genetic screening . The research revealed that nearly 30 percent of the 21 victims carried SADS-related genetic variants . About 25 percent died in their sleep , and three had a family history of sudden deaths .",0
175,? My criteria for a woman who will carry my baby is someone who has a good heart and loves people . I select the women who I want to give birth for me . None was by accident. ?,0
176,"Insults and threats followed 15-year-old Phoebe Prince almost from her first day at South Hadley High School , Northampton , Massachusetts , targeting the Irish immigrant in the halls , library and in vicious mobile phone text messages .",0
177,"He came through the Anfield door as Fernando Torres went out and The Kop , in need of a new hero having felt betrayed by the old one , took to him instantly . Scoring in front of them 15 minutes into your debut helps with that .",0
178,"Morris , who is blind , made the call in the Senate on Friday while presenting a motion on the challenges that the disabled community faces in Jamaica , especially those in the school system .",0
179,"She said everyone had a role to play to improve industry conditions , as consumers should question where their fish comes from and look at fishermen as a vulnerable group . <h> Comments",0
180,""" We are truly honored that Queen Rania has agreed to join IRC 's distinguished and active board of directors , "" said David Miliband , IRC president and CEO . "" She has an extraordinary passion for making a difference on behalf of the most vulnerable , and will bring a distinctive experience and viewpoint to IRC 's board , especially on the increasingly vital issue of education for refugees and other displaced people . """,1
181,"The move puts in peril a fledgling bipartisan push to reach a legislative solution . Before agreeing to provide legal status for 800,000 young immigrants brought to the country illegally as children , US President Donald Trump will insist on building a wall along the southern border , and hiring 10,000 immigration agents .",0
182,"According to Okogie ; "" We are delighted to announce to farmers that the Edo Fertilizer Plant in Auchi is not just up and running , but that its storehouse is filled with fertilizer ready for sale . So , we are calling on farmers , who are in need of fertilizer to head down to the plant in Auchi to make purchases . """,0
183,"Over the past five years , the company has donated approximately 60,000 pounds of fresh produce for weekly outreach programs and via larger holiday events and Veteran ? s programs that have impacted tens of thousands of New Yorkers in need . Through Easter Seals of New York , Bloom Fresh delivers fresh fruits and vegetables each week to the Bronx Child Development Center to not only provide more healthy nutrients to children during lunch , but also for the children to take home to their families .",1
184,"The scheme saw an estimated 150,000 children from poor families being sent to parts of the British Empire between 1920 and 1974 , by religious orders and charities who said they would lead better lives .",1
185,Former Hungarian refugee tells story of escape to UP,0
186,""" I never left home . Instead , I built two houses in Kolaroa and my houses are open for all . I provide shelter for the homeless and destitute in my house . """,0
187,""" Auckland City Mission have unveiled a $75 million project , which will help those in need and provide permanent accommodation for rough sleepers and vulnerable Aucklanders .",0
188,Perhaps hopelessness is the very soil that nourishes human hope ; perhaps one could never find sense in life without first experiencing its absurdity,0
189,"Kelly said the apparent increase in suicides , violence and self-destructive behaviours among teens suggests that they are experiencing an overwhelming sense of hopelessness , but her organisation is determined to ' stand in the breach ' in order to help them understand that : "" suicide is a permanent solution to a temporary problem "" .",0
190,People on the move can be particularly vulnerable to HIV/Aids . This is because people often behave differently when they are away from home .,0
191,"Urgent Need to Ensure Quality Education for Poor School Children in India <h> It is encouraging to note that the poor families all over India now realise that the best that they can do for their children is to provide them quality education , that would enable them to equip themselves to improve their life prospects .",0
192,"He said the new arrangement would allow Australia to help more people who are genuinely in need , and help prevent people smugglers from abusing Australia 's system .",0
193,Tsao Foundation Chief of Clinical Affairs Dr Ng Wai Chong said some poor families are not able to fit the criteria of the Scheme .,0
194,"On the other hand the CMA notes that their complaint will focus on "" vulnerable consumers , "" such as those on low incomes , older people , people with health problems and those with lower levels of formal education . On this point it 's often the case that such people , particularly pensioners , often do n't even bother to hunt for a better deal or would n't know where to start if they did .",0
195,"Most deserters living in refugee camps are now scarred by the brutality they witnessed and participated in , all for a cause they despised . There is no one to sympathize for their war trauma and most would like nothing more than to forget . You wo n't hear from the unsuccessful deserters and dissenters of the Syrian ranks who have been executed anonymously , often casually by a loyal inner corps of junior officers and paramilitary , in untold thousands .",0
196,"Monitoring its decision -- passed on Dec 17 last year to set up 500 police posts throughout the State in order to curb the entry of illegal immigrants -- the two Justices said they were appalled to read the affidavit filed by Assam government , which showed the state had failed to implement the SC 's decision even after three months .",0
197,"From Lagos to Nasarawa , Kebbi , to Warri , the resultant floods which accompany annual rainfall have continued to destroy homes and valuable property . As a result of this development , thousands of Nigerians are now being rendered homeless , many roads are becoming impassable and lives are being lost . Yet our worry stems from the fact that as bad as the situation may seem today , the worst is not over .",0
198,""" As Briggs &amp; Stratton celebrates its 110th anniversary year , what better way to reaffirm our commitment to the Milwaukee community than by providing $1 million to kids in need of pediatric care , "" said Rick Carpenter , vice president corporate marketing . "" We are lucky to have one of the nation 's top pediatric hospitals right here within our community and Briggs &amp; Stratton firmly stands behind its commitment to extend its support into the future . """,1
199,"Addressing the FCA on the World democracy Day , Deshapriya said he wanted even homeless people in the country to be able to participate in elections and a survey was underway to get an understanding of the numbers involved .",1
200,He took over directing at the Memorial at Stratford at a time when it was most in need of a new broom .,0
201,"Previously , the GST was waived off for assistive equipment upon obtaining a recommendation from disabled groups or medical officers .",0
202,"In the least , honey cake needs some kind of extreme edible makeover . Someone call Sprinkles or Magnolia Bakery -- we want some honey cake cupcakes , stat ! I mean , everything tastes better when it 's smothered under three inches of icing , right ? Of course , I 'd still skip the cake part and go straight to licking off the frosting with my fingers . I 'm sorry to say , I think Rosh Hashanah honey cake is hopeless .",0
203,"I can only imagine what it must be like for women faced with the prospect of homelessness . For me , the real fear would be thinking I did n't belong anywhere . That I had no home , in the sense of the word that goes well beyond walls and a roof .",1
204,The Seattle City Council passed legislation on Tuesday to repeal a head tax that would have required local businesses with gross revenue above $20 million to pay $275 annually for every full-time worker in the city as a means to fund its growing homelessness crisis . Seattle Mayor Jenny Durkan is expected to sign the repeal into law .,0
205,"According to the UN , these countries "" are low-income countries confronting severe structural impediments to sustainable development "" which are "" highly vulnerable to economic and environmental shocks and have low levels of human assets . """,0
206,Ghana coach Avram Grant has declared he 's in need of strikers to fill the ranks of his attacking army and hopes his prodigious scoring form is drawing the attention of the Israeli gaffer .,0
207,"Immigration is the most important issue for this country , America became the best country in the world because of the constant influx of immigrants . Before we start trying to solve the illegal immigration problem , we need to solve the legal immigration problem . The paths to legally immigrating to this country is just too hard and hostile . And that 's for someone with advanced education and skills like me . If you have to wait 8 , 10 , even 20 years to get a green card , no wonder some people will just risk breaking the rules and stay here without the documents , because documents are too hard to get !",0
208,"Kiren Rijiju , India 's state minister for Home Affairs , on August 14 shot back at international agencies and human rights groups that were seeking to "" demonise "" India because of its decision to deport the refugees .",0
209,He noted that social media also has the potential to blur the lines between reality and the virtual world making it hard for the young people to separate real world interactions from those online since they are more vulnerable to deception .,0
210,""" These can be spaces where the elderly are not customers or care recipients , but custodians of our children and they can serve as traffic wardens , canteen operators , crowd controllers , storytellers or teaching assistants , "" said Mr Ng , chief executive of local charity Equal-Ark , which rehabilitates vulnerable persons by working with therapy horses .",0
211,"The Rancangan Makanan Tambahan ( Supplementary Food Programme ) or RMT , which provides a healthy meal a day to pupils from poor families , will be reduced to 170 days from 190 last year .",0
212,"La Cantoche , the French word for canteen , opened in Sheung Wan in 2012 . It is located just off Hollywood Road , a few hundred meters west of Man Mo Temple . French expatriates have for the past few years been one of the fastest growing immigrant groups in Hong Kong with a current population , as estimated by the French Chamber of Commerce , of around 25,000 people .",0
213,"Women 's Legal Aid Centre ( WLAC ) lawyer , Ms Faudhia Yasin , said that campaign rallies are the best places where women could judge and choose the right candidates for the coming elections .",0
214,"You have , for example , MCA President and Transport Minister Liow Tiong Lai who has no power to help those in need of land transport because ministers in the Prime Minister 's Department has taken away the ministry 's responsibilities .",0
215,"A family was left homeless with no belongings when their home on Duvenage Avenue , Edleen burnt down on Sunday at around midnight .",0
216,"What do your folks think about having a celebrity in the family ? Well , I was n't always an entertainer . I was with Correctional Services for 16 years , working with refugees before switching over to Regular Forces . Apart from job stability , I also liked the fact that I was a minority on the frontlines . But then I quit in 2005 after I was offered a speaking role in a Jackie Chan movie , Rob-B-Hood . It was an opportunity I could n't turn down -- he 's a cultural hero !",0
217,"Along with the Himalayan silt the Ganges and Brahmaputra Rivers have built the largest delta in the world , Bangladesh , one of the world 's most populous countries . Due to vast coastline , low-lying land and the abundance of rivers , Bangladesh is extremely vulnerable to climate change . Being no stranger to frequent floods , tropical cyclones , river bank erosion and droughts , Bangladesh has been facing the consequences of global warming for quite some time .",0
218,SCOTT MORRISON : I 've criticised the Australian Government . I 'm criticising the Australian Government for entering into an arrangement that will send 800 people who are in our care into those conditions in a country that is not a signatory to the refugee convention .,0
219,She added that the exercise will also cover disabled persons and the vulnerable within her area .,0
220,"Soon , instead of just representing homeless clients at arraignments and bail hearings , public defenders will refer them to shelters . Rather than simply arguing over mental competence , lawyers will also direct people to specialized treatment . Need a tattoo removed ? Pozzi 's attorneys know a guy .",0
221,"On April 6 , he was arrested by Cambodian police in a raid on illegal immigrants , investigators said .",0
222,"In the wake of the sexual-assault allegations against Supreme Court nominee Brett Kavanaugh , reporters began to more closely examine his time at Yale . As an undergraduate , he was a member of Delta Kappa Epsilon , a well-known "" party frat "" that rose to national infamy in 2011 after videos circulated of recruits chanting , "" No means yes , yes means anal . "" After graduation , he went on to clerk for the now-disgraced Judge Alex Kozinski , who retired last yearafter more than 15 women accused him of subjecting them to unwanted , inappropriate sexual behavior for years . ( Kavanaugh claims he had no knowledge of Kozinski 's alleged misconduct , but skeptics find that unlikely . )",0
223,"US tariffs on Mexican steel and aluminum , Trump 's "" zero-tolerance "" policy on undocumented immigrants , and President Enrique Pena Nieto 's two abrupt cancellations of visits to Washington have added to the tension .",0
224,"It was important to remember that "" although there has been a huge increase in fear among migrants after Trump 's election , with the expectation of more draconian enforcement , the Obama administration deported 2.5 million undocumented migrants -- so the immigrant community has lived with fear for years . """,0
225,"Anger as Trump ends amnesty for 800,000 young immigrants",0
226,"Nearly one-sixth of these patients were from outside the city , indicating that those affected were part of the migrant the population and are among those who do not follow-up . "" The patients are sent to the nearest TB units in the city where they get free medicines but not everyone made that visit . This could be one of the reasons we see missing cases of TB in the city . It also shows the need for better co-ordination between tertiary city DMCs and rural TB units , "" said NIRT scientist Beena Thomas .",0
227,"During a round of supplementary questions on the influx of refugees and asylum seekers to South Africa , Gigaba decided to address the Gupta issue head on in response to Democratic Alliance MP Jacques Julius .",0
228,Mother awarded $207k for caring for disabled son,0
229,Its overall mission is to support young women economically and empower them to become leaders of change in their communities .,0
230,"The group of 15 refugees come from EVAM ( Etablissement Vaudois d'Accueil des Migrants ) , one of the Swiss regional centers that welcomes immigrants seeking asylum . They were accompanied by Jo ? l Bussy , one of the heads of CABES ( Contacts Amiti ? Bible entre Etrangers et Suisses ) and Geert Hendriks .",0
231,News this month that Anglican Care spent $4 million buying a Christchurch site as a hub for vulnerable youths is a fine example of that community-minded approach . In years to come there may be an interesting contrast between a beautifully restored cathedral that is empty much of the time and a youth hub and revamped City Mission that are constantly busy .,1
232,The threat of Buddhist monk led mobs protesting against the Rohingya refugees has led to security being tightened in Boosa.,0
233,"A Winnipeg man used his ties to the Russian Cultural Association of Manitoba to create an aura of legitimacy to help defraud dozens of would-be immigrants , according to court documents obtained by CBC News .",0
234,""" Previously there were lots of immigrants , but for the past three years the number of local people has grown alarmingly -- people who have no resources and have to search for food . """,0
235,"WASHINGTON : The US Supreme Court kept the Trump administration 's strict refugee ban in place on Monday , at least temporarily dashing the hopes of some 24,000 already-approved immigrants .",0
236,"Most of the new funding , more than double the amount from this year , will come from borrowing that voters authorized in 2016 to address homelessness .",0
237,"This is not a task for Buhari 's media te ? am . But just as they tried to put out a fire in London , anot ? her had already star ? ted at home . By the way , a Presidential media department is a Fire Service office and an ambulance operation . There is always another fire next time and victims in need of desperate rescue . In the pr ? esent instance , a gr ? oup called "" Our-mumu ? -don-do "" group , led by Charly Boy , the self-acclaimed Area Fada of Frustrated Nigerians had begun a protest in Abuja ask ? ing President Buhari to resume office or resign .",0
238,"However , academics and refugee advocates also emphasize the data show the border-crossers have a legitimate need for protection .",0
239,"Jahangir Butt , who crossed the border illegally at the age of 15 , now drives a rickshaw to support his wife and three school-going children . He lives in Manak Payyan , a refugee camp inhabited by 30,000 people from across the Line of Control , in a two-room house on a slope next to River Neelum .",0
240,"PETALING JAYA : A disabled passenger 's "" Open letter to the CEO of Malaysia Airlines "" , published by the Borneo Post on Sunday , received a prompt reply from Peter Bellew , the CEO himself , who said he wanted to meet the passenger in person .",0
241,""" Nonsense , they were mostly poor families , "" a diplomatic source in Colombia told SBS .",0
242,"In the wake of natural disasters , for example -- earthquakes in Islamabad , massive flooding along the Indus -- entire schools would fill up , as if over night , with emergency supplies ; relief drives never failed to consume entire cities to ensure that no one in need of medicines , food , and clothing was left unassisted .",0
243,"The idea of the man who had brought so much misery to disabled people resigning on a point of principle as their defender smacks of rank hypocrisy and , frankly , self-delusion .",0
244,"The University of Technology , Jamaica through its USAID-funded Fi Wi Jamaica Project on international Human Rights Day , Thursday , December 10 , 2015 honoured ten ( 10 ) ? unsung heroes ? and one ( 1 ) institution for their transformative and enduring humanitarian work in influencing the way that Jamaican society values the most vulnerable . The awards were presented at the 2nd Annual Essence of Humanity Ubuntu Awards ceremony held at the PCJ auditorium , New Kingston .",0
245,Instead Mr Dastyari focused on his immigrant background and arriving in Australia at the age of four with his parents who fled Iran in the 1980s .,0
246,"Dual-identity is only recently becoming a cultural phenomenon . Results of the UK 2011 Census reveal that British Asians make up over one million of residents in London alone , and already heavily outweigh the number of migrant Asians in London ( 399,000 ) .",0
247,"Founded in 1987 by Dr. Irwin Redlener , singer/ songwriter Paul Simon and program designer Karen Redlener , Children 's Health Fund 's mission is to bring health care directly to homeless and low-income children and their families . CHF accomplishes this mission by expanding access to comprehensive and innovative primary care ; reducing "" health barriers to learning "" that interfere with child development and school performance ; responding to the needs of vulnerable children impacted by major public health crises ; and improving the health and well-being of children through advocacy and public education efforts . Over the past 30 years , CHF has provided more than 4 million health care encounters , often in places where doctors and health care providers are in short supply .",0
248,"Soccerladuma is back again with lies . Bucs are after any striker . And besides , Grobler is not a Bucs material , he 's like the ex bucs Ezenwa Otorogu . We are in need of a solid Centre back like Kwanda Mngonyama , and pair him with T Gumede.",0
249,"Kenya 's Minister of Health Cheopa Mailu shared his country 's policies to address health challenges among the poor which focused on mother-to-child and maternal services , as well as ensuring that all disabled people , orphans and senior citizens over 65 were insured with a national hospital insurance .",0
250,"Under the deal , Australia will in return resettle refugees from El Salvador , Guatemala and Honduras .",0
251,"Sixty-two years ago , they signed a petition . Sixty-two years ago , they marched to Pretoria with that petition . And sixty-two years ago after leaving the petition at the door of the prime minister 's office , they sang as one , "" Wathint ' Abafazi Wathint ' Imbokokodo "" - you strike a woman , you strike a rock ... <h> Marginalisation of impoverished women",0
252,""" It seems to me as if it 's a response to a very hard attitude that 's coming through in terms of dealing with immigrants , even statements made about Muslims being barred from entering the US . I think it 's good that we are seen as a country where you can still be who you want to be regardless of your religion or race or anything like that . """,0
253,"Sri Lankan President Mahinda Rajapaksa , who was visiting Qatar on an official tour , told a group of immigrant Sri Lankan workers that they are providing a valuable service to the development of Sri Lanka when he met with them Monday ( 21 ) in Doha .",0
254,Syrian refugee children .,0
255,""" Time 's up on the behaviour and the culture that makes women less safe in the workplace and not just women but people of colour , LGBTQ community , disabled people and anyone else who is marginalised .",0
256,"The fools behind you , who most likely belonged to that annoying neighbouring clan , could catch cholera for all you cared . Second , seniority was strictly observed . If you were just about to step onto the log placed across the stream , and an elder walked in , you gave way . Third , and for obvious reasons , men and women never bathed in the same place , and although they were separated by a few bushes , we had the sense not to peep . Hilarious things happened in these places .",0
257,"Castro also mentioned a tough new Arizona law cracking down on illegal immigrants . He offered no opinion on it , but reprinted an online article from Argentina decrying the measure .",0
258,"Vibracrete slabs at the top of Plympton Road in Brampton Road were removed by homeless people so that they can sleep next to the railway line , says a resident . She is now calling on Metrorail to repair the fence . PHOTO : astrid februarie",0
259,AFP/Getty <h> 4/13 Inside the classroom with Chios 's child refugees,0
260,"Hundreds of thousand Africans are graduating per year . Different from 1980s and early 1990s when college outpours got immediately absorbed in the labour market , many today are jobless and hopeless .",1
261,"The retired bank official , who is a resident of the DLF1 area , not only part with Rs 13 lakh of his savings but also acquired a loan of Rs 22 lakh from private lenders to provide a help to his newly found girlfriend . But the girl claimed that she was detained by immigrants ' officials for lack of documents .",0
262,"Mr Cameron opposes Mr Assad 's government in Syria , where the more than four-year civil war has forced millions of refugees to flee the country . In 2013 Mr Cameron failed to win parliamentary approval for air strikes on Assad 's forces .",0
263,"The Independent Alliance is still in talks over measures for the "" most vulnerable "" .",0
264,A second T-Home project is being launched in the third quarter . That one will allow property owners of subsidized housing with unpaid premiums to sublet flats to families in need .,0
265,"I am in no way , however , trying to insinuate that Europeans are racists . What has taken me aback was ' why Africans ? ' and there are a lot of other immigrants flocking Europe on similar reasons and/or challenges ?",0
266,"The main labour union and Islamists , who co-rule with secular forces , had demanded an increase in aid for poor families after the protests began .",0
267,Two families in the northern New Territories are homeless after their tin houses were mysteriously bulldozed while they were out working . They came home to flattened sheets where their dwellings once stood in Kwu ...,0
268,"In fact , romance by far out-produces and out-sells all other genres of fiction . It is a broad category , with many subgenres that explore many different models for relationships between men and women . Romance is read by women across many different demographics in age , education , class and race .",0
269,"Despite his claims to having a "" great heart "" and political balls , Trump upended the lives of hundreds of thousands of so-called "" dreamers "" - immigrants who were children when their parents came to the US illegally - in a political manoeuvre that revealed neither quality .",1
270,This is happening at a time when fishing communities in need of the fuel hardly get access to it due to its shortage and high cost in their respective areas .,0
271,"According to its findings , 47% of international migrants settle in the Johannesburg Metropolitan Municipal area without validated documents .",0
272,"Over 50 chars in Patuakhali went under 4-5 feet deep water making around 20,000 people homeless .",0
273,The Department said that these additional vetting procedures will only apply to those who have been identified as in need of further vetting in connection with terrorism or other national security-related visa ineligibilities .,0
274,"As a result , millions of Syrians as well as peoples of other countries in the region have been made both homeless and hopeless .",1
275,"In 1993 , White was charged following allegations by a co-worker who said that in about 1989 he witnessed White fondling a disabled woman 's breasts in a shower .",0
276,"City have been in the hunt for a player in Bellerin 's position , with Guardiola evidently believing that the ageing duo of Pablo Zabaleta and Bacary Sagna are in need of some serious competition .",0
277,"Rohani lauded the event , saying that the fest , themed "" To Honour , Empower and Respect "" , would empower women in many aspects including culture , social and economic standing .",0
278,"Just Zilch rescue surplus goods and make them available to those in need , filling a gap in the community . With the help of volunteers , the store operates Monday - Friday 4:30 - 6:00pm .",0
279,"Needless to say , whatever is the level of one 's disability , they face tenacious stigma and social exclusion in addition to their persistent physical or mental challenges . If life is hard for differently-abled adults , we can only imagine what it could be like for children . Their parents become tired , frustrated , and hopeless . Most of them lack financial and other resources to cope with the situation . It is almost inconceivable how burdened and helpless they feel , and therefore resort to a resigned acceptance of fate .",1
280,""" Sitting down with Yvette was tough . A mother who had pleaded guilty to the attempted murder of her disabled son telling me why her life had arrived at this terrible place , "" says Hayes .",0
281,"Along with increasing anti-mainlander sentiment from some Hongkongers who are frustrated with the perceived influx of Chinese mainlanders entering the city , improvements in living standards on the motherland may have contributed to the decline in immigrants .",0
282,"He said the "" Sehat ka Insaf "" card system would facilitate provision of healthcare to around 1.8 million poor families across the province .",0
283,"Dodford Children 's Holiday Farm won the Outstanding Youth Community Organisation title . The farm has provided enjoyable holidays or day trips to 1,500 underprivileged or disabled youngsters in the last two years . It also provides volunteer opportunities for young people undertaking Duke of Edinburgh , Prince 's Trust and other community volunteering projects .",0
284,"Speaking at the National Muslim Women Conference in Tamale under the theme , "" The Empowered Muslim , a Significant Figure for National Development "" , Madam Salami mentioned that the conference was organized to help young ladies to uncover and successfully accomplish their dreams and be able to become responsible women in future .",1
285,""" The reconciliation is not intended to help unemployed youth get jobs and the homeless get housing . It is not intended to help struggling workers , professionals and the middle class secure their future and livelihoods , "" Miguna said .",0
286,PSDF aims to provide skills and vocational training opportunities to the poor and vulnerable populations of all 36 districts of Punjab for improving their ability to find work or progress in their current employment .,0
287,"In the midst of this dysfunctional arrangement , a few good people exist . It must be said . But their uphill struggle against the status quo can not solve the gigantic problems that face the nation . Therefore the country totters on the brink , with millions of suffering people , and in hopelessness .",0
288,"COALGATE , OK - A man was arrested Thursday for assaulting a disabled man in Coal County . Brian Rengals , 34 , was arrested for felony assault and battery for his part in a January incident that sent a disabled veteran to the hospital for nearly a week .",0
289,"Review : After Gandalf the wizard convinces Thorin that he needs to embark on the journey , a motley group is assembled , which includes the Hobbit , Bilbo Baggins . Baggins the burglar is the only one with the skill and guile necessary to steal the gem that Thorin needs to reclaim the kingdom - the Arkenstone . However , Baggins does have his own secrets from Gandalf and the gang .",0
290,"Talking to reporters after the ceremony , the chief minister expressed his astonishment over the statement of Prime Minister Imran Khan regarding giving citizenship to Afghan and Bengali refugees living in Pakistan .",0
291,"Every year , Australia provides protection to thousands of refugees under its humanitarian program . In 2015-16 , the government issued 15,552 visas to people in need of humanitarian assistance overseas . These included people determined to be refugees by the United Nations High Commissioner for Refugees ( UNHCR ) in camps outside Australia .",0
292,O'Brien said the UN would continue to insist on the parties ' obligations to see sustained humanitarian assistance delivered to those in eastern Aleppo and all who were in need throughout Syria .,0
293,"The humanitarian crisis in Nigeria 's north-east , that has spilled over into the Lake Chad region , is one of the most severe in the world today , with 7.7 million people in need of humanitarian assistance in 2018 in the worst-affected states of Borno , Adamawa and Yobe , and 6.1 million targeted for humanitarian assistance .",0
294,""" There are some immigrants who are working against their work permits , for instance he/she requested a permit to establish a construction firm , but he ends doing different activities ... This is illegal and we will hunt for them , "" Msumule insisted .",0
295,"Every Monday night , a community centre in the shadow of Edinburgh Castle is transformed into a makeshift drop-in vet clinic for the city 's homeless and vulnerably housed .",0
296,"The tone of the summit was set by Sebenzile Matsebula , Council Member of the Transport Sector Broad-Based Black Economic Empowerment Charter Council , who delivered the keynote address . Matsebula acknowledged that the summit would not be an ordinary gathering where people share their experiences , but one that is about finding ways to tackle the daily challenges faced by disabled persons when coming to accessibility to transport .",0
297,"This game is the latest in the long-running and growing strategy-RPG series , and comes hot on the heels of the recently released free-to-start game Fire Emblem Heroes on smart devices . Fire Emblem Echoes : Shadows of Valentia will see players take control of the two separate armies of Alm and Celica as their differing quests attempt to achieve the unified goal of bringing peace to the land of Valentia . Battles in the Fire Emblem series see players take their small force of recruited soldiers against increasingly powerful armies in turn-based battles that require careful tactical planning , as mistakes or failed attacks will see units become exposed and vulnerable to enemy attack .",0
298,"Based on true events , the movie tells the story of a 2005 sexual abuse committed by the staff of a nursery in Gwangju against the disabled children under their care .",0
299,"Macphail called London a special place where the community really comes together to confront issues like children 's mental health , violence against women , sexual violence against men and women and LGBTQ+ issues .",0
300,"On the other hand , we have such vigilance in protecting what leaves here that government agents have strip-searched national honouree , sports icon and advocate for the disabled , Sarah Newland-Martin , who has been been subject to humiliating searches . True , she is not a sexy young woman and her name is n't Myrie , but what we did to her is worse because she was in her country that she had served for more than 40 years . At least the Barbadians did not know who she was . We do not look after our own .",0
301,"Additionally , if investors decide they need additional registered capital , they must undergo the long process of altering their business license and other government documents at a time when they are in need of extra funds .",0
302,"Cox 's Latino Pak subscribers will have access to the U.S. television premieres of three internationally acclaimed telenovelas on Pasiones in the coming weeks , among them Gabriela , the sensational co-production between TV Globo and Warner Bros. based on the classic novel about a beautiful , young , and deprived immigrant who arrives to a city in northeastern Brazil and mesmerizes everyone with her sensuality ; Unforgettable , the captivating Turkish story about a love triangle that will turn two sisters against each other ; and Ella Era Bonita , the hit Korean drama about two young friends who meet again after they 've gone through a reversal of fortunes and appearances .",0
303,"Wanting to help in some way , in 2015 she invited friends to donate feminine hygiene products for homeless women and collected them at her NoPa apartment .",0
304,"Similarly , the Tehsil Headquarters Hospital too waits for the arrival of builders to reconstruct the hospital over a decade after it was razed to the ground by the powerful tremblor which claimed 74,500 lives , and injured over 100,000 and left 3.3 million homeless .",0
305,"However , in the absence of collective bargaining power under the law , the agricultural workers are left vulnerable to exploitation , which leads to bonded labour .",0
306,"Now , the family faces a new housing dilemma . An electrical short circuit started a fire in the 24-story former police headquarters and it collapsed last Tuesday . They spent that night camped out on a plaza in front of a nearby church along with several of other newly homeless families . The next day they moved in with a sister , crammed into a tiny two-bedroom apartment in a neighboring city with six other relatives .",0
307,"It must be emphasized that the information found in the social media did not come directly from Romualdez . Surprisingly , it was provided by people who learned about his book and who accessed a number of its photographs showing Romualdez in the company of the youthful PWDs . One of those photographs show Romualdez actually mingling with the disabled children . Another one made a browser say that the young Romualdez was a convincing look-alike of the late 1970s screen actor Alfie Anido .",0
