text,label
We overestimate humans and underestimate nature.,2
There is a student in our class whose father has been married three times. His biological mother is his father's second wife. His current stepmother was a mistress and the father does not allow his ex-wife to look after the child. His biological mother comes to the school to see the child every week during my class.,0
Unfilial children taken home for burial,0
Shouldn't disabled people get subsidies?,0
"There are no courts in the countryside, and many farmers can't even write properly. Going to court is just like Qiu Ju's lawsuit, which is as difficult as climbing to heaven. The police don't care either. Farmers really have no channels or connections to get their unpaid wages. The only thing they can do is to appeal.",1
It may not be that she can't bear to leave her child but that she doesn't have the ability to survive independently.,0
"If a single parent is rich and has free time, does not work, is in good health, has medical insurance when sick, has a salary when retired, and lives a happy life, and the child is not his (her) only parent, then the tolerance will naturally be high. Because such parents are not bad in terms of economy, themselves, and even education, and in the end, they are just picking conditions, yawn]",2
Where did she cheat? Did you see it? Who are you to her family? I don’t understand.],0
Some people can apply for minimum living allowance. It has nothing to do with him if his parents retire.,0
"Different classes, different positions!",2
"There is no such thing as single-parent or not, they are just poor. Poor families with both parents alive will raise their children with this character.",3
"I agreed, I was crying too.]",0
He should tell you the reason for the collection.,0
"I wish him a safe and smooth life, and all good things will come as expected.",0
"It seems that everyone has a weak spot, otherwise they would have started to smash it long ago.",2
"Well, I don't think adults care. Except for middle-aged people",1
"Seriously affects the credibility of the government, especially the local police",0
"I hope I can help her get the child back. Since they are not married, the child belongs to the mother. She is the child's only guardian. I hope I can help her protect the child she carried for ten months with great difficulty.",0
It's purely a matter of whether the village cadres have a conscience.,0
"The collective will of all mankind is itself a collection of individual wills. Ignoring the individual and only caring about the collective is a completely different behavior of ""loving only abstract people and not loving concrete people"". Therefore, everyone should not excessively pursue the theory of meaning and the pursuit of objective collective contribution. Live your own life well, because ""meaning"" itself is the ""meaning"" that is ""given""",0
Do you want to be paid for your work? Is there any law?,0
"The hospital must have made a mistake, but the family members were too ridiculous. Didn't they need to wipe the body and put it in shrouds when they took it home? How could they not recognize it?",3
"They just dragged the person away for the funeral like that, and didn't you notice it when he was being coffined?",3
A colleague of mine who works on a project outside the company receives a subsidy for a poor family from the company every year.,0
"I used to not believe that being single affects personality. The first person I met was very insecure, but I later found out that he was a single parent. Later, when I met someone who was very insecure and felt that it would affect the relationship, I guessed that he was a single parent and he was right. I think it’s okay to know that he is a single parent directly. If you guess that he is a single parent through relationship problems, then you can’t continue the relationship without knowing that he is a single parent. But I want to emphasize that being single only affects relationships, and it won’t affect you when you are friends.",1
"Logically speaking, even if the nursing home directly contacts the crematorium, there should be a chance to say goodbye to the body before it is taken away.",1
"Give yourself more time, try to save as much as possible, and you will be able to save enough for the down payment slowly. Don't rush.",0
"Who wouldn't want to eat good food? If you can't even get enough food and clothing, what's the point of talking about nutrition?",2
"In fact, it should be said that everyone has some mental illness.",1
How long have you been disconnected from the internet? Didn't various places offer similar benefits when promoting vaccines? And some places gave away more than five kilograms of eggs.,3
"The key point is that he operates without a license, which is illegal. No matter how high his income is, it doesn't count. No one has issued him an income certificate.",1
"It even feels like a punishment. I have never seen what the antigen test kit looks like. Not only medical staff, but all positions are coughing. Many people are working while sick.",0
No minimum living allowance because he doesn't drive a BMW,0
Everyone understands what the minimum living allowance is all about.,0
"It is not just migrant workers who are owed wages. For example, recently a well-known domestic electrical appliance sales company has owed employees wages for more than half a year. There are many employees and the amount is huge. However, faced with wage arrears, migrant workers always take extreme measures to demand their wages, including but not limited to the illegal acts described in this article, which are not supported by the law. Instead of fantasizing about changing the law, it is better to think about how to legally demand wages if you are owed wages.",3
"I'm dying of laughter. You said you'd have children to support your old age, but you didn't even bother to look after them when they died. What's the point of getting married and having children?",0
You will panic if you don't have a foundation. It's because you are not strong enough and don't have money to support you.,2
"It is definitely worth it, but I don't feel comfortable with it being used as a selling point.",0
It has become a systemic problem on the Internet. I just smile and say nothing.],0
It is a kind act not to judge other people's lives. It is normal to eat fast food for ten yuan. Flowers],0
How did they confirm the identity? The hospital was also convinced that they could make a mistake. Both parties are quite weird.,0
"If someone who can accomplish the two difficult tasks of getting married and having children can make the even more difficult decision of divorce, it means that the conflict is really deep.",1
Trust your walnut-sized head,0
"Do you want to take a closer look at what the health poverty alleviation project is doing before you start to argue? For those who cannot afford to see a doctor or have no conditions for examination, the state will subsidize them for examination and treatment. Is this called relocation? Is this called improving productivity? You industrial party are really snake-skinned, just hard-nosed, giving ordinary people a little welfare is like asking for your life.",0
"If other elderly people can’t recognize their own relatives, how can they not recognize them?",0
You can't even understand Chinese. I give up. Just play by yourself. I won't reply.,0
World peace is so difficult,0
Why do you think these single-parent families become like this? Are they like this from the beginning? Or is it because they got married and then there was a lot of chaos before they became single-parent families? There is a big difference between choosing it yourself and being forced into it.,2
How do you know there is no minimum living allowance? [laugh cry],0
Please give more applause to netizens like you who are rational and wise.],0
"If you feel something is inappropriate, you will usually find a reason. Maybe you will just use this one directly, and if you don’t have this one, you will find something else.",1
"Just make up the certificate, and both parents and children must agree. You have already stacked up all the buffs. I am speechless? Isn't this still getting the certificate? What if the child disagrees and doesn't get the certificate?",0
"In third-tier cities, only people with connections to officials can get the minimum living allowance.",0
China's minimum living allowance is not for people like this!,0
My mother has coronary heart disease and high blood pressure.,0
There is a world of difference between being forced into single parenthood and being a single parent voluntarily.,2
"That's because you didn't stay by your bedside when your elderly was seriously ill. It's impossible for your children who were actually there to take care of him or her wouldn't have failed to recognize him or her. All we can say is that this family probably hasn't taken care of their elderly for a long time, and there wasn't even anyone to take care of them when they died.",2
Change your mindset and improve your abilities.,1
Why do I find it so funny? There are such things. It's so outrageous.,3
"No, no! I am like that. As long as you are strong and confident enough, no one will care. Don't get yourself trapped.",1
It's useless. I've been to the Labor Bureau three times. These officials protect the capitalists.,0
"I saw a thief trying to steal a girl's cell phone near the station. I went to warn him and was immediately surrounded by three people. They had knives and were working in a gang. It was so scary... Fortunately, they didn't hit me. They just surrounded me, swore at me, and then left. The girl I warned didn't even say thank you. She got scared when she saw me being surrounded and left.",0
I cried so much. I saw it last time and I saw it again. I want you to cry with me.,0
"Single-parent families can be divided into two categories: those who have died and those who have divorced. Divorced families and those who have quarreled every day at home but have not yet divorced have the greatest impact on their children (this is just what I have seen, it does not represent all)",1
"Don't talk about giving money, talk about giving living allowance",0
"When people are discussing A with you, you turn to B. It's a pity for you, a female devil, not to work as an urban management officer",0
Of course it depends on the specific situation,0
I will never find a normal family atmosphere in my life.,0
"If you have a backer, it's not illegal. If you don't have a backer, the law won't be on your side.",0
"But I think my home of more than 200 square meters is very comfortable and spacious, and I can do somersaults in the room",0
"I came from a single-parent family, but my family ran a factory and our conditions were pretty good, so being from a single-parent family was never a problem when I was looking for a partner.",0
"Everyone is a diamond, waiting for the right opportunity to shine with full power. Whether it is patience, endurance, the ability to overcome the impossible, etc., society just needs to prove that it is worthy of these people to release their potential and win the game of life.",0
"How did you ask this question? First go to Baidu to check what social security is and what minimum living security is. Otherwise, casual remarks can easily lead to conflicts and verbal ""wars"".",0
"Luckily, my parents have received three injections. Hugs]",0
The person below said it very clearly. He should have social security from his company. His family members all know about it. He also said in the video that he has no minimum living allowance and has to make a living so he has to set up a stall. Do you think he has the money to pay for social security? I don't believe it anyway.,3
"Also, if you think this kind of situation really exists, go directly to the township or district civil affairs office to ask and report it. Every report you make will be accurate. I have never even heard of the situation you described. It's very strange.",2
This is why I don't want to go on blind dates. My dad died of illness. What did my mom do wrong? What did I do wrong? Why should I let you pick and choose because of this?,0
"It's a pity that there are too many people like this. It's not that I can't bear to part with my children, but I don't have the courage to start over.",2
Protect those who owe wages and crack down on migrant workers who demand their wages,0
"I don't need to explain what the balance of supply and demand of total social product includes, cute]",0
It is not easy for you to take back what they gave to the disadvantaged groups.],0
I don't know when the environment for combating crimes in the maintenance of public order was formed.,0
"It is still worthy of praise. Disabled people are equivalent to being supported. Our call center employs many deaf-mute people. What can they do? Although the salary is low, the output is higher than the minimum wage standard. Basically, they help to send and receive emails.",1
"Haha, happy new year, kind person",0
"Those who owe wages are capitalists, and those who demand wages are the proletariat. This happens in a country where the proletariat is the ruling class.",0
Legislation should be passed to ensure that migrant workers in the construction industry receive weekly wages,1
"If you want to arrest someone, you need evidence of injury, not just words. She can call the police! How do you determine that someone is injured? You help call the police!",0
"Don’t rush to buy a house now, at least wait a year or two before deciding.",1
"I can’t stay in the big city, and I can’t go back to my hometown",0
I wish him a safe and smooth life.,0
"Social Darwinism understands neither society nor Darwin, and is completely wrong. Walter can completely ignore the remarks made by Socialist Darwin in the future, as it is a waste of time.",0
She admitted it herself. Look at her essay.,0
A typical case of collusion between officials and businessmen to bully ordinary people,0
"Uh, I don't know how to comment.",0
I feel it's okay. Divorce is so common nowadays.,1
It's so sad. I work hard for a year but don't get paid.,1
"The construction company is also responsible. Our company will pay off the debts during the Mid-Autumn Festival and Spring Festival. Even if the funds are tight, we will pay the labor fees first and require the labor team and subcontractors to pay the wages of migrant workers first.",0
"You can indeed make food entertainment, but you exclude the entertainment from the food expenses and simply look at the entertainment expenses. That is not objective.",0
"Then he must have other things that don't meet the requirements, such as owning a car or a house. Their information needs to be reported to the Civil Affairs Bureau for comparison. If he meets the requirements, the Civil Affairs Bureau cannot withstand such pressure from public opinion and not process his application.",2
"South Korea gives cash to small businesses, the United States provides rent subsidies",0
Hold your hand and grow old with you. May you live happily together forever and have a baby soon.,0
"Every time I see this, I can't help but shed tears. I just hate myself for not being strong enough to help them.",0
Much better than those who only know how to beg. I love you.],1
Still a single dog in the middle of studying],0
Resolutely stop replacing law with power!,1
"It's really heartbreaking, and sometimes the police don't enforce justice, especially in civil cases. They feel that it's adding to their workload and causing them trouble.",0
It makes me feel so sad.,0
"Nowadays, many cash deposits are not valid, and bank statements are required. I am only commenting on our situation. I don't know much about your situation, so I won't comment.",0
"Everyone knows about this problem, but no one is willing to comment on it. Do you know why? As a mainstream media, he put this issue on the table, which will cause many problems.",2
"It's normal for disabled people not to have minimum living allowance, right? Most of them don't have it.",1
"It is very likely that they are under a lot of pressure and take it out on their children. In addition, the single parent will spend relatively less time with the child, which means less educational support. Some people's examples are too extreme.",2
"Hahaha, it turns out that foreign IPs understand China better than domestic ones. I sympathize with you. If you can’t make a living in China, you can only go abroad to make a living. Smile]",0
"If you have the conditions, who doesn't know how to have a good meal?]",0
"It’s not that the mother doesn’t want to take good care of the living, it’s that the child misses his father. When you look at the state of the child when he speaks, I can feel through the video how sad he is and how much he misses his father]",0
The cost of breaking the law is too low,1
The People's Daily is not for the people,0
"Earn 1 million yuan in 3 years, and then be unable to find a job for 30 years. Does that make you feel secure enough?",0
Give up the mentality of saving people and respect the fate of others,1
"No, no one will care about this. If someone cares about this and looks down on you, that person is sick and has low quality. You don't have to take it to heart. Especially you, no matter what others think of you coming from a ""single-parent family"", you must not think about it and keep a calm mind. It's no big deal.",1
"I won't deduct points, unfortunately.]",1
I definitely don’t dare to open it haha],1
"I walk, I walk, I burst into tears instantly",0
He is good at arranging and combining new words.,0
"It is useless to solve these problems by law, we must solve them by class struggle. I miss 1966-1976 so much.",1
How is this epidemic prevention?,0
"Put aside your pride and ask for advice, so that you will suffer less in the future. What's the big deal?",2
"It's off the mark, hahahaha",0
I also think that the single-parent friends around me are very kind and easy to get along with.,0
"It seems that you have never had things stolen from you, so you have no experience, so you say that.",2
"Yes, at all times, you must protect your life first.",1
"To receive the minimum living allowance, one must have income ability. If his income is higher than the local minimum living allowance standard, or if he has a car, a house, or social security, then he is not eligible.",0
"Lovers in the world eventually become brothers and sisters, right?",0
"Security comes from income and ability, not from organizational divisions.",1
Pay attention to vulnerable groups,0
"This is a lie, a brainwashing woman's rhetoric. Throughout the long history of human evolution, the family has always been matriarchal, and the role of father does not exist in the daily life of children. Thousands of years of patriarchal history are not enough for humans to evolve the psychological mechanism of needing fatherly love from a biological perspective.",0
Send someone to buy more fruit from him so he can earn more money.,1
This copy was probably written by the Shenyang Civil Affairs Bureau. What a world. What about the core values of socialism?,0
The karma is too deep. Don't persuade her to let her go.,3
"Although he was disabled, he could feel the malice of others towards him and his life was too miserable.",0
"My friend’s children and my children don’t seem to have the problems you mentioned. Instead, there are couples who quarreled and their children became like what you described. So is it possible that the parents’ problems have caused the environmental impact?",1
"Generally speaking, look at the local financial situation. Anyway, I have worked on disability issues before, so I have some impressions.",0
"Fuck, be nice to the people, let them live with dignity, they have lost the support of the Chinese people, they are just mud in front of the Cock Society and can be manipulated at will",0
Perspective of reconciliation: The man’s family doesn’t understand you Perspective of breakup: They reject you without even looking at you. I guess your boyfriend doesn’t stand firmly by your side and watch you make your own choice.,1
"Children, children are the worst. I want to ask you, don’t you think about the consequences before you get married? Do you only know after things happen after you get married? If you don’t have the ability, don’t get married.",3
"Come on, there is no quota for minimum living allowance. Do you think this is a work indicator? Among the many outrageous ones, yours is the most outrageous. It is really incomprehensible that an outsider is just joining in the fun.]",0
"Indeed, a group of people who can't even tell the difference between the minimum living allowance, five guarantees, social security and disability subsidies are pointing fingers here. It's really outrageous. Doraemon is afraid.]",0
"No, no one cares.",1
"If your company pays for social insurance, at least you will have a guarantee in the future.",1
"Who has the mood to look at a dead body after a person dies? When my grandmother passed away, the first thing she did was put on her funeral clothes. She was filled with grief and didn't know what to do.",0
"As long as there is no immune system disease, it is recommended",1
"You are great. The divorce rate is rising now, and there will be more and more single parents. Concepts need to be changed little by little. I hope you are happy every day.",0
Just don't marry. God knows what else these parents will dislike in the future.,0
"The family members are so bad, how embarrassing!",0
"If a tree is valuable to me, I will keep chopping it down, regardless of the consequences. Excessive dominance of rationality will eventually lead mankind to the abyss. Social Darwinism is also a manifestation of rationality's transgression. It abandons objects without ""value"" and transfers resources to objects with ""value"". Measuring human spirit only by the value scale is backward, harmful to the shaping of the entire human spirit, and has limitations.",1
"I have this worry too, especially when I think the situation of a reconstituted family is complicated.]",0
Is epidemic prevention so rigid? Can’t it be more humane?,0
I hope you can massacre Poland again.,0
"Precisely because complete equality is impossible, human beings have been pursuing a society that is as close to equality as possible.",0
Why is there no minimum living allowance? Isn't everyone well-off?,0
"This is also difficult. My mother-in-law's eldest sister was persuaded by the community to get vaccinated at the beginning of last year. She has high blood pressure, so she was admitted to the hospital directly after the vaccination and stayed in the hospital for more than 20 days. She didn't dare to get the second shot. Now she is infected with the new coronavirus and is in the hospital again!",1
"In the current social environment, the system is stable, but people's livelihood problems are serious, life pressure is high, and the long-term economic situation is bound to decline. A large number of people want to squeeze into the system for stability and not go to work. It is hard to say what will happen in the future. I personally think that institutionalization does not necessarily mean stability. Learning a skill is the way to survive in the long run.",1
"In my family, it’s obviously the opposite. My grandparents both got vaccinated, but my grandmother was in very poor health. She got over the infection easily. My second grandparents didn’t get any shots. They are younger than my grandparents and in good health, but their illness was much more serious. Haha.]",0
"If there is no minimum living allowance in this situation, then who will get it?",0
"Then don't fight. If something happens, don't blame this or that.",3
Where have all those people and departments gone who keep saying they serve the people? The people need you now! Why are you silent?,0
"Even if you manage to do it, you will probably get mad at them. The older generation is very stubborn.",0
Whoever has experienced it knows,0
"Generally, third- and fourth-tier cities do not provide jobs that meet their expectations.",1
"I don't mean to say it's bad, but the reality is that it deducts a lot of points. Just like you said, there are many situations for single parents.",1
"Wow, the comments section really opened my eyes.]",0
This kind of not giving minimum living allowance is blind,0
"You're so weird. It's obvious that the other party's parents don't accept the author. According to what you said, the author is marrying his partner's parents?",0
"My parents are the same and my best friend is a single child. She is lively, cheerful, confident and never compromises herself. She never makes any concessions when it comes to her own interests because her mother, grandparents have given her enough love and allowed her to receive a good education.",0
"If you don't want to get the vaccine, then don't get it. If someone comes to answer you with good intentions but you say every word to him/her in a harsh way, people like you shouldn't see a doctor or ask a doctor. Just do whatever you want.",0
"I didn't pay attention because there are all kinds of children with both parents, but most of the children with only one parent are particularly insincere.",2
"If life does not have labels given by society, we are all the same from birth, but the structure of society determines many additional things.",1
Now we don’t need to consider the total of the median family size of both parties.],0
So what should be the punishment for those who refuse to repay the project funds through normal channels?,0
I hope you have the same life as me.,0
Maybe it's because of the environment I grew up in. I can't go the same way as those who are insincere.,0
It was just a mistake in name. The person was given to the wrong family. It was just a mistake in name. Why didn't they make a mistake in your name?,0
I will still help him. Everyone has his own destiny.,1
"In 2021, among the major components of U.S. household spending, the largest increase was in entertainment (22.7%), followed closely by clothing and service spending (22.3%). In contrast, only education spending fell (3.5%) from 2020 to 2021.",0
"Ten years ago, I had already demonstrated that there would be a failure? You think I am making up data? LOL",0
"Overseas i-hang Liaoning, rare",0
"Hahaha, if they are related, then it's awesome",0
Watching them really makes me cry],0
Did the doctor tell me which diseases cannot be treated with the vaccine?,0
"It seems that the topic is still safe, does it mean that it may cause a ""banning"" effect?",0
"There is a huge difference between the city and the countryside. In our small place, the vaccination rate of the elderly in the countryside is quite high, but in the city, I don’t know what is affecting it. Some people don’t believe it, and they won’t get vaccinated even if you pay them.",1
"The child may grow up to be a happy person, and seeing the child suffer is even more sad, because the child will lose more opportunities for happiness in his life. The elderly, on the other hand, have experienced a lot, and the remaining happiness is precious.",0
"As long as she is not the little match girl, there is nothing wrong with being self-reliant in the cold night. His answer is also good, and his values are quite correct. Thumbs up for him?",1
"People are diverse, you are lucky to hug]",0
"My mom is the same. Someone introduced me to a guy who was pretty good, but my mom turned him down for me, saying that his father died young and she was worried he might have a genetic disease. There was another guy who was also pretty good, but my mom said she found out that the boy had stolen things in elementary school, so she turned him down outright. So sad.]",0
It’s too hard for ordinary people.,0
"At that time, the quarantine centers were about to be closed and were in the final stages. Because of the new ten regulations, people could choose to be quarantined at home, so no one came. No one would say anything to you even if you occupied four rooms.",1
"Who would ask for wages through ""illegal"" means if they can get their wages?",1
What is important is the transmission of values!,1
Catch the thief and chop off his fingers.,0
"One has been divorced twice, and the third time is unknown; one married a divorced wife and they are still together after having their own children; one has been married for more than ten years, and the original couple has been together all the time",0
Let’s take a look at the report on People’s Day below,0
I understand that because compilation is not something you can find anywhere.,0
"At the beginning, he is seen holding a Bible in his hand.",0
I still can't forget the neighbor in our village who lived in a big villa and drove a BMW.,0
"Some single-parent families have problems, but in fact, it is the single parent who raises the child who has problems. Single-parent families may have more problems, and this is probably the reason.",2
"It seems to be for social progress, but in fact it is just selfish. Because the purpose of society is people, and hurting people for the sake of social progress is putting the cart before the horse!",0
I guess the family of the buried old man knows about this...,0
"No, divorce is still quite common nowadays.",0
But doesn't freedom of marriage and love mean the right to choose freely? Then of course you can choose not to choose some people.,3
"It doesn't matter, the 200,000 yuan was raised by my family anyway.]",0
What you are talking about is your future husband and your children.,0
"A few years ago, I left my bag hanging in the hospital restroom and forgot to take it. I went back to get my wallet for a minute or two and it was stolen. I called the police and saw the surveillance footage and it turned out to be a pregnant woman. The pregnant woman was in the hospital at the time. The police just asked me to sign a report and left. They also said that the main responsibility was on me because I left the bag in the restroom. They also said that the other party was a pregnant woman and it would be difficult to deal with her. They were afraid that something might happen, so they asked me to pay a few hundred dollars as a lesson learned. [doge]",0
This is the actual situation at the grassroots level. Mao doesn't even know how to speak. He just picks up a word and uses it.,0
"After experiencing some things, you will gradually understand, and the more ruthless you become, the stronger you will be.",0
"Hell is empty, the devil is on earth",0
"In fact, this is a very realistic problem. The police force and financial resources needed to find someone far exceed the value of your phone. My situation is the same. I even need to contact the police outside to cooperate to catch him. The amount is not enough to severely punish the criminals, and it is time-consuming and laborious. This situation shows that our losses and the crimes of the criminals are not enough to make the police go out. I understand that the police are just ordinary people, and the requirements should not be too high.",0
It is really difficult to be a good father. Unless you become a father in your next life.,0
Don't try to justify discrimination by making it sound reasonable. I have nothing to say to you.],0
Wouldn't it be easy for others to lead you in the right direction if you just speak casually? [Laughs],0
"I understand her very well. This woman may have no income to take care of the child, and her family may be patriarchal and treat her badly, leaving her no way out. However, it is precisely because of this that she needs to be strong. Leave the child to the reliable grandparents and work hard to make money. If there is no reliable person, take care of the child and do what you can. When you find that you can live without a man and the child lives well without you, you will figure it out.",0
I don't quite understand. What are the dangers of single-parent families? Why are they still discriminated against?,0
"Because I think the comments section is more interesting than the news! Besides, we are not allowed to see the people who died from the new coronavirus here!",0
"How many people are asking for wages maliciously? Is this the ""malicious asking for wages"" that the master mentioned?",0
"It's very insightful, and I can't kidnap my exclusive female slave and the person who will support me in the future.",0
Are single parents and those with siblings unworthy of finding a partner now?,0
I know a distant relative who is very rich and receives a minimum living allowance every month. I was also shocked when I first heard about it.,0
I'm not arguing with you. I have people in my own family who are not poor and have applied for the minimum living allowance. What else do you want to say? It's my own family. How can I know? You are such a nitpicker.,0
"Ideas are always beautiful, but facts are always cruel.",1
"As long as the ugly country dies, you can smile]",0
"If you can't convince your parents, you won't be happy in marriage. Not everyone has the ability to live independently from their parents in the current social environment. You still have to face reality.",2
"From then on, I understood why some places don't hire people from Henan. There is really some prejudice against people from Henan. But every place has good and bad people, and there must be good people from Henan.",0
"It is OK to be normal in terms of friends and classmates, and normal in terms of colleagues and work. But the parents of the marriage party care about the family background and single parents, and the system will care about whether you have anyone.",1
"The lack of a father in a boy's growth and the lack of a mother in a girl's growth have a great impact on the children. Because parents are the same sex that most people have the most contact with, children will always unconsciously imitate them.",1
"To be honest, I probably wouldn't dare to say it to their face. Some people would really retaliate, some would even stalk and stab them. I'm an only child, so I'm afraid of anything happening. Sad.]",0
"This happened to me too. I thought her family was very poor, and she said it proudly. Finally, I understood that it was because she was a relative.]",0
"Then just go. No one cares about you, but you are still hesitating.",3
The main evolution is not that simple. Social experts can be said to be a group of naive and cruel people.,0
The one who starts the trouble deserves to die.,0
"I have a dream. When the relevant departments saw this scene, why didn't they follow the purpose of serving the people wholeheartedly and quickly understand the situation first, then sincerely apologize to the parties involved and the society, give themselves a time limit and implement it to the relevant personnel of the specific departments to solve the reasonable demands of the people. Before the completion, invite several victims to the relevant guesthouse, take care of accommodation and food, and the expenses will be borne by the party who owes wages and the dereliction of duty. After the service to the people is completed, let the parties evaluate their services.",2
"Even the ambulance could not come, so I rushed to the hospital as fast as I could in 40 minutes, but it was too late to save the child. The hospital said that an autopsy was needed to confirm the cause of death, and the child’s mother couldn’t accept it. In the end, the cause of death was determined to be COVID-19, so the child’s mother was not allowed to see the child for the last time, and was taken away directly to the crematorium. The mother sent the child away by herself, and the child’s father and brother were devastated when they rushed back. The brother just cried every day while holding his sister’s clothes. It was so painful.",0
"There is no source of income, otherwise why don’t you divorce?]",3
"The People's Daily is gradually becoming detached from the people. Sometimes, if you can't even find where the people are, you should stop pretending to shout slogans for the people.",0
Driving a BMW and receiving subsidies is great],0
"Many sciences, including psychology, were male-centered in the early days.]",0
"It's not about choosing the right dish based on the condition. If I didn't understand, I wouldn't know that the child in my class whose autism was getting worse and worse was because his father often abused his mother. He would beat her when he drank, and it was so serious that the child had to be hospitalized due to broken bones; the child who suddenly became quiet was because his parents were divorced; the child who was once the most obedient was beaten by his father and grandfather because he missed his mother after his parents divorced, and then he became more and more stubborn. Every family has a story. Only by knowing them can I prescribe the right medicine.",0
Invite a colleague you don't know well to dinner without giving any reason.,0
"No pornographic content is allowed, it is recommended to just start spraying.",0
"Hey, the policeman at that time advised me that more than a thousand yuan is nothing, you can earn it back when you graduate and get a job. I was really convinced, because that was my monthly living expenses. I was young at that time and didn’t know how to deal with it, so I just left. I cried like a dog when I left the police station. It’s really the “people’s” police who serve the “people”.",0
Do they eat abalone and lobster every day? [Sad],0
I know a guy who drives a luxury car and his family receives the minimum living allowance but he picks his nose.],0
Start from reality and seek truth from facts.,0
"I got the quadrivalent influenza vaccine from Anhui Zhifei last year at my own expense. Of course, I also set up disinfection mats and buffer zones at home. I got it on 12/25, but I only had a fever for one night. After that, I had no other symptoms except for the positive antigen. However, it turned negative in the past few days and I started to have phlegm and cough. My parents both got 2+1 Sinovac at 65, and they had symptoms but gradually got better within three days.",0
What units are there? Why not check?,3
"According to the contract, 70% is paid for completion, 95% is paid for completion, and 5% is paid at the end of the warranty period. If you quit midway, you can settle the bill immediately and extort more money. Otherwise, they will go to the Labor Bureau and the Housing and Construction Bureau to file a wage dispute with the migrant workers, and the company will be fined and deducted points. Many cities have a group of such ""migrant workers""",2
What if I am a socially anxious orphan?,0
"If you can't make it, just force it. 3k yuan can't afford medical insurance and 60% of people go bankrupt due to medical treatment. It's hard to accept even if you are not sick. Japan 2016 25 Brazil's living standards are far higher than Japan, right? doge]",0
"Yes, we have encountered this before. At first I was very sympathetic, but after learning more about the situation, I realized that they were just a rogue gang.",0
"Understandably, policies can never be absolutely perfect.",0
Why is no one taking care of the wage arrears?,1
"Just experience it yourself, make a note on the spot, and that's it.",0
Whether being a single parent is good or not is not absolute,1
"Anyway, now that it's open, go work in Europe and America",3
"What if people are replaced by cats and dogs? Even if you give a cat or dog on the street some food, it won't do you any good, but you will still give it something delicious because you feel sorry for it and because you think it must be very cold.",0
"After all, two people depend on each other, it is difficult for you to enter their lives.",1
"It has something to do with education, brainwashing! The kind that only recognizes science and not facts.",3
Unscrupulousness is a kind of evil,0
"The People's Daily is within the system, not an ordinary person. He is most likely a top student from a wealthy family; a local who owns several houses in Beijing.",0
Freedom is like this. Freedom does not mean that you cannot choose or discriminate. That is a moral requirement.,3
"Fortunately, they didn't cremate the living person. It's sad.]",0
Why is it not okay to discriminate against single-parent families?],0
When did we become separated from the masses and distanced ourselves from grassroots research?,0
"The urban management department, do I need to ask this?",0
"Freedom of marriage means you can choose not to marry whoever you want to marry, not that someone will marry you if you want to marry someone. The opposite of freedom is absolute unfreedom. I hope you can understand this logic.",2
"It is quite warm, try changing to cotton",0
Could you please friends in the media circle to verify the situation with the relevant departments? Shenyang is very cold in winter.,1
"All good things are related to the relationship, Chinese style,",0
"Yes, a relative. I also heard it from the person himself. It was really shocking and ruined my worldview.",0
"The parents of students in my class can afford 100,000 or 200,000 yuan to buy a house, but they actually apply for minimum living allowance. I don’t understand?",0
This happened seven or eight years ago and we have not been in touch for a long time. That was the first time I learned about the minimum living allowance and also the first time I knew that I could get it through connections.,0
"No, just don't look down on yourself. But if you act because of this inferiority complex, others will see you the same way you see yourself.",2
"Worth watching, the host is awesome.",0
Employment of people with disabilities is a problem,1
Your boyfriend should be the one to post an article on how to convince his parents to accept that his girlfriend is from a single-parent family.,3
"Unless you can be completely independent and don't need to rely on your parents for anything, and your children don't need your parents to take care of them, you really don't need to consider these things.",1
"Say it directly, take him out for a walk after the high school entrance exam, speak calmly, emphasize that this is a joint decision made by the couple, your love and hate have nothing to do with the child, and hope he can understand. Avoid mentioning the other person's bad things in front of the child.",0
"I knew about the ""target"" before it was established, but I don't understand the meaning of paying a large sum of money to meet the ""target"". In the past, I didn't think about good things like this. [The pity of ordinary people]",0
"In fact, I think the meaning of building a society is that most people can live smoothly in the society, just like an insurance policy. When I help others, I am also helping myself. I may become disabled or old, and I hope that I can live well by then, so I will help them.",0
"Although they lost their father, they gained freedom - from a Western actress",0
"Hospitable Shandong welcomes you, but the news that has broken out in Shandong in recent years is very worrying.",1
"This means that they know where the thief gets rid of the phone, but they just don't look for it.",0
Chen Shifeng was about to die of laughter in a Japanese prison. He never expected that the thing he did would be turned into this by the Qingdao Court.,0
A qualified boyfriend will never let you face this problem,3
I also want to find an orphan. I don't have to visit relatives during the New Year. I can just stay at my own home. How nice it is without so many troubles. Today is the Chinese Valentine's Day. I made a wish for an orphan who fell from the sky. I hope we can be together for the rest of our lives.,0
"Party A only settles with Party B once or twice a year. The wages of migrant workers are settled by the contractor. This is not uncommon on construction sites. Most of the time, the contractor does not pay, saying that the boss did not pay, and then the disadvantaged groups go to Party A. This is impossible to get back, don’t even think about it, it’s sad.]",2
"Because each place has its own minimum wage standard. If a company pays social security, it means that the employee has a labor employment relationship with the company. The company must pay wages, which must be at least the local minimum wage standard and higher than the minimum wage paid.",0
